,file_name,ZCR,EnergyEntropy,SpectralCentroid,SpectralSpread,SpectralEntropy,SpectralFlux,avqi_result
0,1046-a_n.wav,0.000791903632887,0.138817510306,0.00349781143403,0.00661043982792,0.0012939040153,0.000118270783939,3.726123247
1,1046-i_n.wav,0.000537117246654,0.183947550287,0.00613922286807,0.0103965601721,0.00652665671128,0.00010735499044,3.188019683
2,1046-phrase.wav,0.00175825571702,0.235973026214,0.00903340133843,0.0146899469981,0.0117180919312,0.00145637497132,6.21458858
3,1046-u_n.wav,0.00080032,0.15019221608,0.00344930135755,0.00761794057361,0.000563361529637,0.000222893173996,4.52981324
4,1047-a_n.wav,0.00166491045889,0.215745168681,0.00450306917782,0.00873854745698,0.00152661110899,0.000481874684512,1.148812269
5,1047-i_n.wav,0.000986245200765,0.247507962371,0.00676154650096,0.0128041189675,0.00448384107075,0.000478847246654,0.082866235
6,1047-phrase.wav,0.00244686768642,0.276486386711,0.010210907782,0.0166409181071,0.0162748180497,0.00289221592734,5.056420113
7,1047-u_n.wav,0.000452953575526,0.177737956922,0.00478098162524,0.00995649359465,0.000787439732314,0.000241076443595,3.462700857
8,107-a_n.wav,0.00116069355641,0.148692214723,0.00331125944551,0.00659235745698,0.00123876216061,0.00025167581262,0.83925957
9,107-i_n.wav,0.00091049791587,0.161282544532,0.00592634072658,0.00942863646272,0.00529098936902,0.000201374665392,2.00149218
10,107-phrase.wav,0.00507813057361,0.301663500344,0.0139837292925,0.0187233069407,0.0352305151237,0.00213125239006,5.430838319
11,107-u_n.wav,0.000426174225621,0.131031691415,0.00375494678776,0.00732473294455,0.00113195768642,0.000149641720841,3.285980053
12,1119-a_n.wav,0.00149658325048,0.164649524359,0.00502707537285,0.00842719028681,0.00292460732314,0.000297134225621,1.282072719
13,1119-i_n.wav,0.00112549795411,0.133118407285,0.00646812694073,0.00852340281071,0.00778247780115,5.44701720841e-05,3.522279142
14,1119-phrase.wav,0.00398170728489,0.266488387075,0.0150652842256,0.0183710822562,0.0306264712428,0.0015611516826,6.601583117
15,1119-u_n.wav,0.000362668910134,0.107683319197,0.00336632885277,0.00609704847036,0.000722781778203,0.000702090803059,3.092034649
16,1161-a_n.wav,0.00193652971319,0.21307666065,0.00700289363289,0.0113600334034,0.00643266650096,0.000152851223709,3.037875678
17,1161-i_n.wav,0.00125403869981,0.239961100841,0.0130487957935,0.0151028599618,0.0140588075526,8.92486042065e-05,4.168774658
18,1161-phrase.wav,0.00181564011472,0.167131554168,0.0070848774761,0.0104778281836,0.0129203417017,0.0010454308413,6.434232154
19,1161-u_n.wav,0.000505747151052,0.18083026392,0.0044142885086,0.00968037391969,0.000710801376673,0.000210060630975,2.948252337
20,1163-a_n.wav,0.0021706576673,0.241671387725,0.00641694793499,0.0113054178203,0.00275895277247,0.000655987858509,2.163353268
21,1163-i_n.wav,0.00114692130019,0.246207651759,0.00725916680688,0.0123756447801,0.00312047221797,0.000750984263862,2.143297332
22,1163-phrase.wav,0.00379884254302,0.307853259522,0.0126370960994,0.0184756894073,0.0311570403059,0.00145659592734,6.65058173
23,1163-u_n.wav,0.00100078256214,0.228351026004,0.00518886971319,0.0106161731358,0.000686399923518,0.000843187858509,0.761741261
24,1188-a_n.wav,0.000957170611855,0.101310743384,0.00247963912046,0.00466223108987,0.000516791089866,0.00018395,2.684707208
25,1188-i_n.wav,0.00041546248566,0.126760590153,0.00398479315488,0.00700163608031,0.00339968313576,3.1022791587e-05,2.861478374
26,1188-phrase.wav,0.00326402055449,0.220628938853,0.00967719975143,0.013338874283,0.0214436348757,0.00150427304015,5.600391942
27,1188-u_n.wav,0.000606743556405,0.113985600229,0.00209096271511,0.00467030938815,0.000132123365201,0.000305088623327,4.486565852
28,1192-a_n.wav,0.000697028221797,0.100986334015,0.00235975120459,0.004599651587,0.000559346137667,0.000474624608031,2.087402902
29,1192-i_n.wav,0.000481263173996,0.137440040287,0.00405231814532,0.00727308986616,0.00291793376673,0.000790292007648,2.511761772
30,1192-phrase.wav,0.00172076472275,0.188643667954,0.00776083942639,0.011392198413,0.0120104022371,0.00181541047801,6.399963027
31,1192-u_n.wav,0.00033359418738,0.0983816677629,0.00283519957935,0.00565039973231,0.00053753623327,0.000518791912046,4.861867745
32,1221-a_n.wav,0.00120277539197,0.164911634015,0.00489485204589,0.00797083089866,0.00340881334608,9.61794072658e-05,4.969368676
33,1221-i_n.wav,0.00215152998088,0.164504547553,0.00874216024857,0.00935822550669,0.0179527742447,7.37418355641e-05,7.848175534
34,1221-phrase.wav,0.00238642292543,0.189768770688,0.00850071942639,0.0119143798853,0.0161214570937,0.00151666313576,8.255992959
35,1228-a_n.wav,0.000692437590822,0.0818806533652,0.00224048669216,0.00360533151052,0.00143091655832,0.000344467762906,3.478919537
36,1228-i_n.wav,0.000785017629063,0.082258594914,0.00338924590822,0.00439820403442,0.00494845135755,0.000188000286807,2.396872899
37,1228-phrase.wav,0.00359072879541,0.227500302122,0.0101237371702,0.0135564036138,0.0229836905736,0.00101301782027,4.936847569
38,1229-phrase.wav,0.00212015963671,0.17339953738,0.00691146162524,0.0109013779924,0.01366031587,0.000927397304015,5.525707429
39,1233-a_n.wav,0.00180569330784,0.202526561224,0.00519466676864,0.00937449275335,0.00326993988528,0.000206602753346,1.087462612
40,1233-i_n.wav,0.000701618967495,0.183886677189,0.00528792214149,0.00867451699809,0.00834035164436,0.000205482734226,1.073335272
